Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
CUST0242,PROD0044,Clothing,96.85,2025-01-01
CUST0009,PROD0010,Groceries,363.85,2024-05-20
CUST0336,PROD0023,Books,118.66,2024-03-17
CUST0149,PROD0012,Books,135.3,2024-11-30
CUST0305,PROD0020,Sports,135.81,2024-05-11
CUST0031,PROD0045,Books,465.2,2024-12-28
CUST0249,PROD0029,Toys,153.74,2024-02-20
CUST0380,PROD0010,Groceries,431.45,2024-12-26
CUST0170,PROD0039,Books,307.73,2024-09-10
CUST0491,PROD0049,Books,97.11,2024-06-08
CUST0178,PROD0019,Books,334.7,2024-12-04
CUST0462,PROD0042,Electronics,145.14,2024-08-28
CUST0458,PROD0036,Electronics,313.61,2024-07-17
CUST0401,PROD0002,Clothing,169.27,2024-03-01
CUST0216,PROD0008,Sports,323.1,2024-12-30
CUST0271,PROD0026,Books,377.18,2024-08-16
CUST0198,PROD0050,Toys,342.08,2024-12-03
CUST0054,PROD0003,Books,375.46,2024-10-22
CUST0316,PROD0038,Sports,18.56,2024-07-23
CUST0253,PROD0014,Books,162.18,2024-11-18
CUST0030,PROD0004,Books,451.79,2024-10-17
CUST0015,PROD0014,Books,38.97,2024-10-24
CUST0184,PROD0027,Sports,157.91,2024-06-28
CUST0223,PROD0044,Clothing,189.29,2024-11-05
CUST0141,PROD0013,Books,365.09,2024-12-16
CUST0257,PROD0004,Books,98.95,2024-09-14
CUST0452,PROD0021,Books,266.99,2024-07-14
CUST0112,PROD0020,Sports,259.53,2025-01-04
CUST0274,PROD0045,Books,436.62,2024-09-26
CUST0395,PROD0036,Electronics,272.28,2024-08-21
CUST0351,PROD0004,Books,118.58,2024-05-20
CUST0451,PROD0038,Sports,182.33,2024-05-16
CUST0194,PROD0036,Electronics,38.82,2024-09-20
CUST0210,PROD0015,Books,44.64,2024-09-19
CUST0104,PROD0001,Groceries,209.86,2024-03-04
CUST0019,PROD0030,Books,394.61,2024-02-05
CUST0302,PROD0001,Groceries,393.04,2024-10-21
CUST0427,PROD0022,Clothing,74.35,2024-12-15
CUST0028,PROD0037,Toys,206.85,2024-08-16
CUST0120,PROD0008,Sports,220.98,2024-08-31
CUST0073,PROD0050,Toys,114.46,2024-05-14
CUST0385,PROD0042,Electronics,491.19,2024-03-07
CUST0311,PROD0025,Sports,331.32,2024-03-08
CUST0072,PROD0012,Books,17.94,2024-12-28
CUST0350,PROD0025,Sports,37.53,2024-05-05
CUST0180,PROD0008,Sports,158.31,2024-12-18
CUST0053,PROD0005,Electronics,33.9,2024-10-25
CUST0120,PROD0031,Clothing,299.95,2024-02-26
CUST0314,PROD0038,Sports,389.19,2024-12-22
CUST0395,PROD0003,Books,140.91,2024-05-24
CUST0336,PROD0041,Clothing,257.26,2024-03-16
CUST0292,PROD0043,Toys,351.35,2024-12-10
CUST0300,PROD0024,Toys,415.34,2024-03-18
CUST0072,PROD0008,Sports,333.25,2024-02-19
CUST0459,PROD0049,Books,395.56,2024-11-09
CUST0395,PROD0030,Books,26.47,2024-01-14
CUST0474,PROD0022,Clothing,450.29,2024-01-19
CUST0104,PROD0007,Groceries,18.93,2024-04-12
CUST0072,PROD0023,Books,202.91,2024-03-07
CUST0023,PROD0001,Groceries,264.14,2024-01-14
CUST0340,PROD0048,Sports,50.94,2024-10-28
CUST0210,PROD0049,Books,353.05,2024-08-22
CUST0048,PROD0003,Books,298.72,2024-06-23
CUST0409,PROD0006,Electronics,413.0,2024-05-01
CUST0315,PROD0003,Books,63.5,2024-10-22
CUST0021,PROD0020,Sports,133.95,2024-01-25
CUST0087,PROD0020,Sports,295.67,2024-03-10
CUST0152,PROD0036,Electronics,372.3,2024-10-22
CUST0345,PROD0049,Books,163.51,2024-02-17
CUST0363,PROD0017,Groceries,120.75,2024-11-07
CUST0390,PROD0021,Books,156.74,2024-08-26
CUST0148,PROD0034,Toys,113.31,2024-04-13
CUST0168,PROD0049,Books,122.98,2024-03-04
CUST0077,PROD0007,Groceries,255.24,2024-03-13
CUST0006,PROD0034,Toys,269.44,2024-07-21
CUST0481,PROD0017,Groceries,91.47,2024-12-13
CUST0227,PROD0014,Books,135.07,2024-12-10
CUST0463,PROD0011,Clothing,406.65,2024-06-23
CUST0142,PROD0002,Clothing,58.44,2024-10-10
CUST0435,PROD0050,Toys,185.74,2024-08-31
CUST0438,PROD0046,Sports,277.44,2024-08-21
CUST0082,PROD0020,Sports,459.76,2024-07-23
CUST0454,PROD0047,Clothing,279.6,2024-06-27
CUST0067,PROD0014,Books,198.13,2024-03-05
CUST0123,PROD0025,Sports,108.62,2024-12-06
CUST0458,PROD0020,Sports,22.32,2024-06-09
CUST0378,PROD0037,Toys,285.5,2024-12-18
CUST0170,PROD0005,Electronics,192.4,2024-10-08
CUST0064,PROD0032,Groceries,182.98,2024-07-18
CUST0166,PROD0019,Books,245.01,2024-06-19
CUST0157,PROD0043,Toys,431.25,2024-03-12
CUST0392,PROD0009,Sports,157.41,2024-07-10
CUST0225,PROD0031,Clothing,448.66,2024-01-26
CUST0073,PROD0034,Toys,93.62,2024-03-13
CUST0329,PROD0002,Clothing,401.2,2024-07-29
CUST0325,PROD0035,Books,267.45,2024-12-31
CUST0370,PROD0045,Books,127.16,2024-09-21
CUST0250,PROD0019,Books,414.7,2024-04-05
CUST0229,PROD0045,Books,394.63,2024-12-18
CUST0133,PROD0024,Toys,103.07,2024-09-29
CUST0389,PROD0010,Groceries,139.62,2024-08-03
CUST0068,PROD0007,Groceries,399.34,2024-01-22
CUST0155,PROD0024,Toys,93.34,2024-03-03
CUST0226,PROD0033,Toys,182.96,2024-05-01
CUST0257,PROD0044,Clothing,184.42,2024-04-06
CUST0363,PROD0026,Books,457.61,2024-12-22
CUST0185,PROD0025,Sports,328.75,2024-03-18
CUST0417,PROD0046,Sports,495.52,2024-05-07
CUST0473,PROD0018,Electronics,419.27,2024-09-05
CUST0363,PROD0038,Sports,400.93,2024-09-16
CUST0309,PROD0037,Toys,296.79,2024-02-23
CUST0334,PROD0031,Clothing,286.95,2024-06-10
CUST0142,PROD0028,Groceries,8.4,2024-09-29
CUST0007,PROD0045,Books,19.67,2024-01-18
CUST0152,PROD0045,Books,175.49,2024-03-24
CUST0067,PROD0047,Clothing,192.11,2024-05-23
CUST0219,PROD0005,Electronics,102.88,2024-01-15
CUST0434,PROD0031,Clothing,352.5,2024-10-23
CUST0427,PROD0041,Clothing,22.06,2024-10-29
CUST0040,PROD0041,Clothing,240.91,2024-03-30
CUST0292,PROD0005,Electronics,414.09,2024-04-02
CUST0427,PROD0027,Sports,491.33,2024-04-30
CUST0289,PROD0014,Books,259.2,2024-07-25
CUST0334,PROD0048,Sports,356.85,2024-01-21
CUST0105,PROD0009,Sports,431.18,2024-05-18
CUST0293,PROD0020,Sports,426.58,2024-11-23
CUST0211,PROD0012,Books,419.46,2024-10-02
CUST0488,PROD0031,Clothing,436.46,2024-09-16
CUST0474,PROD0048,Sports,82.77,2024-10-27
CUST0242,PROD0014,Books,184.08,2024-12-30
CUST0311,PROD0022,Clothing,93.25,2024-02-23
CUST0201,PROD0050,Toys,201.84,2024-12-09
CUST0311,PROD0022,Clothing,356.58,2024-07-26
CUST0092,PROD0018,Electronics,302.78,2024-12-01
CUST0198,PROD0004,Books,220.25,2024-10-02
CUST0442,PROD0013,Books,309.19,2024-12-09
CUST0108,PROD0003,Books,325.17,2024-03-19
CUST0343,PROD0007,Groceries,334.13,2024-07-25
CUST0332,PROD0037,Toys,159.91,2024-12-10
CUST0343,PROD0045,Books,386.62,2024-10-05
CUST0005,PROD0025,Sports,27.04,2024-05-20
CUST0471,PROD0021,Books,56.77,2024-04-12
CUST0296,PROD0046,Sports,186.59,2024-08-21
CUST0079,PROD0043,Toys,56.73,2024-09-19
CUST0451,PROD0037,Toys,446.12,2024-08-01
CUST0055,PROD0041,Clothing,120.36,2024-10-15
CUST0176,PROD0047,Clothing,180.17,2024-09-03
CUST0163,PROD0050,Toys,482.71,2024-05-23
CUST0135,PROD0033,Toys,439.05,2024-09-26
CUST0377,PROD0033,Toys,138.4,2024-11-08
CUST0466,PROD0019,Books,269.18,2024-04-12
CUST0303,PROD0041,Clothing,282.15,2024-12-11
CUST0475,PROD0009,Sports,279.53,2024-11-24
CUST0394,PROD0040,Sports,445.87,2024-06-06
CUST0182,PROD0032,Groceries,481.5,2025-01-02
CUST0033,PROD0025,Sports,362.1,2024-09-07
CUST0439,PROD0036,Electronics,82.49,2024-10-06
CUST0429,PROD0021,Books,317.93,2024-07-17
CUST0115,PROD0034,Toys,153.12,2024-05-16
CUST0211,PROD0016,Clothing,308.07,2024-12-22
CUST0107,PROD0030,Books,214.41,2024-01-15
CUST0366,PROD0007,Groceries,300.7,2024-04-11
CUST0303,PROD0036,Electronics,410.4,2024-12-14
CUST0143,PROD0029,Toys,446.64,2024-07-28
CUST0436,PROD0013,Books,396.35,2024-01-11
CUST0253,PROD0012,Books,91.39,2024-09-02
CUST0217,PROD0026,Books,273.27,2024-07-24
CUST0358,PROD0026,Books,340.58,2024-09-09
CUST0385,PROD0037,Toys,195.62,2024-02-01
CUST0336,PROD0016,Clothing,385.48,2024-04-10
CUST0041,PROD0010,Groceries,273.6,2024-06-14
CUST0496,PROD0050,Toys,134.47,2024-03-30
CUST0272,PROD0045,Books,107.63,2024-04-29
CUST0111,PROD0046,Sports,462.3,2024-03-22
CUST0105,PROD0031,Clothing,253.13,2024-01-19
CUST0318,PROD0013,Books,397.4,2024-07-12
CUST0007,PROD0014,Books,126.76,2024-02-05
CUST0326,PROD0028,Groceries,498.62,2024-03-02
CUST0200,PROD0009,Sports,247.7,2024-05-21
CUST0383,PROD0031,Clothing,25.09,2024-12-31
CUST0193,PROD0049,Books,163.31,2024-06-30
CUST0199,PROD0006,Electronics,412.56,2024-06-25
CUST0225,PROD0040,Sports,424.83,2024-09-20
CUST0115,PROD0001,Groceries,488.51,2024-02-06
CUST0488,PROD0042,Electronics,321.75,2024-12-29
CUST0195,PROD0020,Sports,335.59,2024-06-04
CUST0265,PROD0011,Clothing,236.31,2024-06-10
CUST0324,PROD0030,Books,187.06,2024-05-30
CUST0331,PROD0027,Sports,247.89,2024-12-09
CUST0408,PROD0030,Books,164.73,2024-08-09
CUST0045,PROD0043,Toys,281.95,2024-08-16
CUST0338,PROD0048,Sports,275.22,2024-12-21
CUST0091,PROD0016,Clothing,463.12,2024-08-13
CUST0159,PROD0047,Clothing,169.57,2024-07-21
CUST0350,PROD0027,Sports,321.57,2024-07-02
CUST0101,PROD0002,Clothing,227.96,2024-05-03
CUST0164,PROD0049,Books,229.99,2024-07-25
CUST0395,PROD0041,Clothing,378.03,2024-05-14
CUST0297,PROD0039,Books,71.97,2024-04-29
CUST0370,PROD0041,Clothing,339.58,2024-06-16
CUST0401,PROD0027,Sports,322.73,2024-07-29
CUST0481,PROD0012,Books,40.18,2024-03-30
CUST0050,PROD0048,Sports,195.32,2024-11-02
CUST0048,PROD0018,Electronics,211.08,2024-07-27
CUST0031,PROD0045,Books,392.65,2024-07-12
CUST0486,PROD0045,Books,339.9,2024-09-08
CUST0477,PROD0020,Sports,203.71,2024-06-24
CUST0048,PROD0034,Toys,487.3,2024-04-26
CUST0213,PROD0047,Clothing,295.58,2024-08-14
CUST0433,PROD0040,Sports,326.44,2024-10-10
CUST0328,PROD0013,Books,160.27,2024-06-27
CUST0029,PROD0021,Books,452.58,2024-05-30
CUST0320,PROD0020,Sports,13.43,2024-05-11
CUST0429,PROD0047,Clothing,192.15,2024-10-28
CUST0201,PROD0026,Books,140.1,2024-12-16
CUST0383,PROD0040,Sports,168.48,2024-12-01
CUST0327,PROD0018,Electronics,169.92,2024-07-08
CUST0258,PROD0018,Electronics,167.58,2024-06-06
CUST0472,PROD0039,Books,136.08,2024-11-18
CUST0301,PROD0039,Books,326.4,2024-05-10
CUST0059,PROD0009,Sports,157.97,2024-07-31
CUST0472,PROD0006,Electronics,214.35,2024-04-08
CUST0376,PROD0022,Clothing,450.55,2024-08-05
CUST0315,PROD0002,Clothing,315.78,2024-12-21
CUST0031,PROD0009,Sports,22.67,2024-10-18
CUST0446,PROD0046,Sports,77.03,2024-05-24
CUST0374,PROD0015,Books,131.69,2024-04-15
CUST0109,PROD0032,Groceries,326.12,2024-04-10
CUST0059,PROD0018,Electronics,449.66,2024-01-07
CUST0068,PROD0048,Sports,463.76,2024-04-01
CUST0086,PROD0037,Toys,435.32,2024-11-23
CUST0135,PROD0030,Books,183.04,2024-09-27
CUST0352,PROD0021,Books,459.29,2024-03-10
CUST0412,PROD0020,Sports,208.7,2024-11-01
CUST0171,PROD0024,Toys,145.18,2024-01-31
CUST0010,PROD0028,Groceries,246.21,2024-04-08
CUST0040,PROD0050,Toys,43.29,2024-02-16
CUST0038,PROD0007,Groceries,260.7,2024-01-23
CUST0339,PROD0011,Clothing,115.86,2024-10-20
CUST0468,PROD0020,Sports,337.76,2024-04-09
CUST0347,PROD0019,Books,291.03,2024-02-04
CUST0369,PROD0039,Books,243.73,2024-04-07
CUST0146,PROD0028,Groceries,247.07,2024-10-30
CUST0155,PROD0028,Groceries,200.24,2024-06-20
CUST0367,PROD0005,Electronics,396.22,2024-05-28
CUST0126,PROD0022,Clothing,35.82,2024-01-21
CUST0246,PROD0007,Groceries,139.35,2024-05-05
CUST0038,PROD0047,Clothing,110.89,2024-04-23
CUST0118,PROD0033,Toys,461.25,2024-10-09
CUST0365,PROD0005,Electronics,346.85,2024-01-21
CUST0243,PROD0045,Books,140.99,2024-04-26
CUST0499,PROD0017,Groceries,110.37,2024-06-13
CUST0473,PROD0013,Books,59.45,2024-03-11
CUST0317,PROD0004,Books,371.12,2024-09-29
CUST0093,PROD0020,Sports,467.01,2024-10-05
CUST0474,PROD0026,Books,465.49,2024-10-20
CUST0269,PROD0007,Groceries,125.07,2024-01-29
CUST0486,PROD0003,Books,407.89,2024-06-30
CUST0013,PROD0023,Books,98.1,2024-12-24
CUST0045,PROD0024,Toys,287.35,2024-10-28
CUST0062,PROD0001,Groceries,61.24,2024-05-29
CUST0132,PROD0022,Clothing,384.96,2024-04-15
CUST0249,PROD0038,Sports,164.56,2024-11-27
CUST0125,PROD0016,Clothing,356.33,2024-08-29
CUST0359,PROD0023,Books,110.66,2024-11-12
CUST0263,PROD0023,Books,67.48,2024-05-10
CUST0348,PROD0011,Clothing,489.6,2024-02-19
CUST0017,PROD0023,Books,430.86,2024-10-11
CUST0213,PROD0016,Clothing,301.2,2024-12-03
CUST0015,PROD0033,Toys,110.92,2024-06-09
CUST0316,PROD0010,Groceries,341.03,2024-03-03
CUST0047,PROD0037,Toys,141.09,2024-05-27
CUST0112,PROD0001,Groceries,332.98,2024-10-28
CUST0399,PROD0023,Books,485.45,2024-03-12
CUST0305,PROD0041,Clothing,230.28,2024-10-10
CUST0058,PROD0043,Toys,55.83,2024-06-10
CUST0063,PROD0007,Groceries,21.15,2024-12-14
CUST0174,PROD0007,Groceries,122.21,2024-03-15
CUST0238,PROD0002,Clothing,415.59,2024-08-21
CUST0473,PROD0040,Sports,485.03,2024-11-19
CUST0048,PROD0001,Groceries,237.15,2024-12-28
CUST0496,PROD0041,Clothing,73.32,2024-03-12
CUST0480,PROD0024,Toys,430.06,2024-04-03
CUST0176,PROD0042,Electronics,406.71,2024-09-08
CUST0099,PROD0021,Books,63.56,2024-02-02
CUST0289,PROD0007,Groceries,149.55,2024-09-07
CUST0332,PROD0001,Groceries,492.11,2024-07-30
CUST0432,PROD0045,Books,351.57,2024-07-19
CUST0283,PROD0027,Sports,14.37,2024-07-20
CUST0070,PROD0040,Sports,417.44,2024-08-12
CUST0005,PROD0048,Sports,29.05,2024-10-18
CUST0386,PROD0012,Books,326.55,2024-03-09
CUST0242,PROD0045,Books,326.28,2024-06-22
CUST0170,PROD0044,Clothing,79.27,2024-01-25
CUST0036,PROD0023,Books,355.61,2024-10-11
CUST0314,PROD0020,Sports,238.36,2024-11-04
CUST0214,PROD0031,Clothing,465.16,2024-06-11
CUST0273,PROD0042,Electronics,287.18,2024-11-06
CUST0190,PROD0031,Clothing,103.38,2024-05-14
CUST0348,PROD0003,Books,468.66,2024-10-29
CUST0353,PROD0032,Groceries,190.97,2024-11-06
CUST0226,PROD0004,Books,364.25,2024-12-10
CUST0370,PROD0040,Sports,387.99,2024-08-14
CUST0375,PROD0044,Clothing,183.77,2024-02-22
CUST0494,PROD0016,Clothing,421.31,2024-06-18
CUST0024,PROD0029,Toys,492.85,2024-10-09
CUST0076,PROD0021,Books,207.06,2024-09-03
CUST0463,PROD0039,Books,102.48,2024-09-25
CUST0489,PROD0024,Toys,80.2,2024-10-06
CUST0353,PROD0001,Groceries,147.3,2024-09-29
CUST0390,PROD0032,Groceries,396.57,2024-01-12
CUST0216,PROD0034,Toys,149.5,2024-08-11
CUST0049,PROD0028,Groceries,143.81,2024-01-15
CUST0115,PROD0029,Toys,477.11,2024-08-15
CUST0337,PROD0044,Clothing,492.54,2024-12-25
CUST0129,PROD0018,Electronics,264.66,2024-02-01
CUST0167,PROD0045,Books,279.96,2024-08-24
CUST0500,PROD0047,Clothing,488.35,2024-01-25
CUST0369,PROD0033,Toys,240.76,2024-06-06
CUST0116,PROD0027,Sports,218.88,2024-04-30
CUST0481,PROD0015,Books,54.73,2024-04-03
CUST0297,PROD0012,Books,74.56,2024-08-12
CUST0171,PROD0031,Clothing,212.46,2024-09-18
CUST0376,PROD0038,Sports,428.73,2024-03-27
CUST0365,PROD0044,Clothing,485.9,2024-06-24
CUST0196,PROD0041,Clothing,208.66,2024-02-23
CUST0140,PROD0003,Books,470.97,2024-12-28
CUST0105,PROD0007,Groceries,273.82,2024-09-01
CUST0306,PROD0036,Electronics,420.58,2024-01-09
CUST0201,PROD0033,Toys,305.31,2024-07-30
CUST0086,PROD0044,Clothing,239.82,2024-11-03
CUST0126,PROD0046,Sports,433.86,2024-10-06
CUST0408,PROD0041,Clothing,144.12,2024-03-24
CUST0447,PROD0013,Books,73.07,2024-10-08
CUST0364,PROD0046,Sports,410.24,2024-12-05
CUST0429,PROD0037,Toys,7.58,2024-11-13
CUST0285,PROD0020,Sports,49.41,2024-02-02
CUST0409,PROD0028,Groceries,301.44,2024-09-03
CUST0021,PROD0015,Books,153.93,2024-10-11
CUST0453,PROD0046,Sports,427.01,2024-08-22
CUST0345,PROD0007,Groceries,92.2,2024-02-06
CUST0188,PROD0023,Books,333.87,2024-07-27
CUST0270,PROD0005,Electronics,456.91,2024-10-10
CUST0317,PROD0024,Toys,70.87,2024-03-05
CUST0014,PROD0014,Books,229.61,2024-03-18
CUST0321,PROD0025,Sports,194.48,2024-12-01
CUST0166,PROD0039,Books,222.33,2024-07-04
CUST0345,PROD0046,Sports,80.57,2024-06-27
CUST0207,PROD0032,Groceries,439.54,2024-03-15
CUST0111,PROD0049,Books,246.56,2024-08-10
CUST0463,PROD0048,Sports,430.3,2024-05-12
CUST0185,PROD0018,Electronics,150.74,2024-11-16
CUST0312,PROD0045,Books,393.79,2024-07-12
CUST0165,PROD0023,Books,122.46,2024-12-20
CUST0022,PROD0033,Toys,286.94,2024-03-05
CUST0268,PROD0010,Groceries,150.14,2024-06-02
CUST0458,PROD0030,Books,487.87,2025-01-03
CUST0162,PROD0008,Sports,404.89,2024-03-12
CUST0091,PROD0017,Groceries,39.22,2024-12-09
CUST0249,PROD0007,Groceries,105.21,2024-06-27
CUST0276,PROD0032,Groceries,448.92,2024-09-05
CUST0025,PROD0034,Toys,342.99,2024-05-13
CUST0197,PROD0039,Books,387.23,2024-02-15
CUST0296,PROD0048,Sports,171.38,2024-02-19
CUST0151,PROD0039,Books,233.33,2024-06-16
CUST0446,PROD0007,Groceries,80.94,2024-12-29
CUST0265,PROD0038,Sports,411.59,2024-05-19
CUST0354,PROD0003,Books,394.45,2024-08-11
CUST0428,PROD0039,Books,65.7,2024-07-27
